suicide_demographic_key,Country,Year,Sex,Age,suicides_no,population,suicides/100k pop,gdp_for_year ($),gdp_per_capita ($)
17094,Russia,2004,female,35-54 years,2668,22956701,11.62,"591,016,690,743",4312
17095,Russia,2004,female,25-34 years,1042,10494419,9.93,"591,016,690,743",4312
17096,Russia,2004,female,15-24 years,992,12088752,8.21,"591,016,690,743",4312
17097,Russia,2004,male,5-14 years,288,7919935,3.64,"591,016,690,743",4312
17098,Russia,2004,female,5-14 years,73,7572781,0.96,"591,016,690,743",4312
17099,Russia,2005,male,75+ years,1599,1885942,84.79,"764,017,107,992",5611
17100,Russia,2005,male,35-54 years,15843,20550405,77.09,"764,017,107,992",5611
17101,Russia,2005,male,25-34 years,7796,10578048,73.7,"764,017,107,992",5611
17102,Russia,2005,male,55-74 years,7144,9977150,71.6,"764,017,107,992",5611
17103,Russia,2005,male,15-24 years,5750,12357989,46.53,"764,017,107,992",5611
17104,Russia,2005,female,75+ years,1304,5535287,23.56,"764,017,107,992",5611
17105,Russia,2005,female,55-74 years,1884,15297324,12.32,"764,017,107,992",5611
17106,Russia,2005,female,35-54 years,2311,22722081,10.17,"764,017,107,992",5611
17107,Russia,2005,female,25-34 years,992,10640505,9.32,"764,017,107,992",5611
17108,Russia,2005,female,15-24 years,904,12011488,7.53,"764,017,107,992",5611
17109,Russia,2005,male,5-14 years,206,7467908,2.76,"764,017,107,992",5611
17110,Russia,2005,female,5-14 years,69,7138064,0.97,"764,017,107,992",5611
17111,Russia,2006,male,75+ years,1701,1966649,86.49,"989,930,542,279",7313
17112,Russia,2006,male,25-34 years,7584,10691395,70.94,"989,930,542,279",7313
17113,Russia,2006,male,35-54 years,14020,20336306,68.94,"989,930,542,279",7313
17114,Russia,2006,male,55-74 years,6562,10054153,65.27,"989,930,542,279",7313
17115,Russia,2006,male,15-24 years,5319,12174930,43.69,"989,930,542,279",7313
17116,Russia,2006,female,75+ years,1401,5646287,24.81,"989,930,542,279",7313
17117,Russia,2006,female,55-74 years,1719,15405634,11.16,"989,930,542,279",7313
17118,Russia,2006,female,35-54 years,2189,22545749,9.71,"989,930,542,279",7313
17119,Russia,2006,female,25-34 years,974,10784340,9.03,"989,930,542,279",7313
17120,Russia,2006,female,15-24 years,869,11819245,7.35,"989,930,542,279",7313
17121,Russia,2006,male,5-14 years,201,7123987,2.82,"989,930,542,279",7313
17122,Russia,2006,female,5-14 years,75,6808787,1.1,"989,930,542,279",7313
17123,Russia,2007,male,75+ years,1660,2015773,82.35,"1,299,705,247,686",9643
17124,Russia,2007,male,25-34 years,7483,10843276,69.01,"1,299,705,247,686",9643
17125,Russia,2007,male,35-54 years,13065,20173873,64.76,"1,299,705,247,686",9643
17126,Russia,2007,male,55-74 years,6151,10209479,60.25,"1,299,705,247,686",9643
17127,Russia,2007,male,15-24 years,5257,11862129,44.32,"1,299,705,247,686",9643
17128,Russia,2007,female,75+ years,1358,5710937,23.78,"1,299,705,247,686",9643
17129,Russia,2007,female,55-74 years,1738,15620091,11.13,"1,299,705,247,686",9643
17130,Russia,2007,female,35-54 years,2176,22379725,9.72,"1,299,705,247,686",9643
17131,Russia,2007,female,25-34 years,1051,10944247,9.6,"1,299,705,247,686",9643
17132,Russia,2007,female,15-24 years,949,11502702,8.25,"1,299,705,247,686",9643
17133,Russia,2007,male,5-14 years,192,6911384,2.78,"1,299,705,247,686",9643
17134,Russia,2007,female,5-14 years,69,6605348,1.04,"1,299,705,247,686",9643
17135,Russia,2008,male,75+ years,1712,2029226,84.37,"1,660,844,408,500",12359
17136,Russia,2008,male,25-34 years,6860,11091377,61.85,"1,660,844,408,500",12359
17137,Russia,2008,male,35-54 years,11848,20041975,59.12,"1,660,844,408,500",12359
17138,Russia,2008,male,55-74 years,5855,10403205,56.28,"1,660,844,408,500",12359
17139,Russia,2008,male,15-24 years,4863,11377099,42.74,"1,660,844,408,500",12359
17140,Russia,2008,female,75+ years,1285,5714841,22.49,"1,660,844,408,500",12359
17141,Russia,2008,female,55-74 years,1613,15906813,10.14,"1,660,844,408,500",12359
17142,Russia,2008,female,35-54 years,2040,22229346,9.18,"1,660,844,408,500",12359
17143,Russia,2008,female,25-34 years,981,11179123,8.78,"1,660,844,408,500",12359
17144,Russia,2008,female,15-24 years,916,11025088,8.31,"1,660,844,408,500",12359
17145,Russia,2008,male,5-14 years,148,6848169,2.16,"1,660,844,408,500",12359
17146,Russia,2008,female,5-14 years,90,6539687,1.38,"1,660,844,408,500",12359
17147,Russia,2009,male,75+ years,1534,2012787,76.21,"1,222,643,696,992",9118
17148,Russia,2009,male,25-34 years,7233,11373727,63.59,"1,222,643,696,992",9118
17149,Russia,2009,male,35-54 years,11721,19901557,58.89,"1,222,643,696,992",9118
17150,Russia,2009,male,55-74 years,5637,10645241,52.95,"1,222,643,696,992",9118
17151,Russia,2009,male,15-24 years,4632,10819693,42.81,"1,222,643,696,992",9118
17152,Russia,2009,female,75+ years,1133,5657810,20.03,"1,222,643,696,992",9118
17153,Russia,2009,female,55-74 years,1519,16287675,9.33,"1,222,643,696,992",9118
17154,Russia,2009,female,35-54 years,1930,22050450,8.75,"1,222,643,696,992",9118
17155,Russia,2009,female,25-34 years,986,11440839,8.62,"1,222,643,696,992",9118
17156,Russia,2009,female,15-24 years,839,10472951,8.01,"1,222,643,696,992",9118
17157,Russia,2009,male,5-14 years,166,6869835,2.42,"1,222,643,696,992",9118
17158,Russia,2009,female,5-14 years,78,6552868,1.19,"1,222,643,696,992",9118
17159,Russia,2010,male,75+ years,1506,2023458,74.43,"1,524,916,112,079",11307
17160,Russia,2010,male,25-34 years,6508,11398127,57.1,"1,524,916,112,079",11307
17161,Russia,2010,male,35-54 years,10304,19786280,52.08,"1,524,916,112,079",11307
17162,Russia,2010,male,55-74 years,5178,11174530,46.34,"1,524,916,112,079",11307
17163,Russia,2010,male,15-24 years,3934,10546669,37.3,"1,524,916,112,079",11307
17164,Russia,2010,female,75+ years,1041,5711389,18.23,"1,524,916,112,079",11307
17165,Russia,2010,female,55-74 years,1354,16921727,8,"1,524,916,112,079",11307
17166,Russia,2010,female,25-34 years,893,11473939,7.78,"1,524,916,112,079",11307
17167,Russia,2010,female,35-54 years,1680,21894031,7.67,"1,524,916,112,079",11307
17168,Russia,2010,female,15-24 years,763,10241329,7.45,"1,524,916,112,079",11307
17169,Russia,2010,male,5-14 years,131,7012170,1.87,"1,524,916,112,079",11307
17170,Russia,2010,female,5-14 years,64,6682338,0.96,"1,524,916,112,079",11307
17171,Russia,2011,male,75+ years,1485,2093449,70.94,"2,051,661,732,060",15226
17172,Russia,2011,male,25-34 years,6011,11598196,51.83,"2,051,661,732,060",15226
17173,Russia,2011,male,35-54 years,9411,19684905,47.81,"2,051,661,732,060",15226
17174,Russia,2011,male,55-74 years,4892,11401026,42.91,"2,051,661,732,060",15226
17175,Russia,2011,male,15-24 years,3569,10070836,35.44,"2,051,661,732,060",15226
17176,Russia,2011,female,75+ years,1103,5829088,18.92,"2,051,661,732,060",15226
17177,Russia,2011,female,15-24 years,740,9723773,7.61,"2,051,661,732,060",15226
17178,Russia,2011,female,55-74 years,1300,17200185,7.56,"2,051,661,732,060",15226
17179,Russia,2011,female,25-34 years,843,11638171,7.24,"2,051,661,732,060",15226
17180,Russia,2011,female,35-54 years,1515,21733089,6.97,"2,051,661,732,060",15226
17181,Russia,2011,male,5-14 years,102,7052757,1.45,"2,051,661,732,060",15226
17182,Russia,2011,female,5-14 years,67,6720399,1,"2,051,661,732,060",15226
17183,Russia,2012,male,75+ years,1486,2211989,67.18,"2,210,256,976,945",16413
17184,Russia,2012,male,25-34 years,5762,11845892,48.64,"2,210,256,976,945",16413
17185,Russia,2012,male,35-54 years,8755,19588712,44.69,"2,210,256,976,945",16413
17186,Russia,2012,male,55-74 years,4804,11597408,41.42,"2,210,256,976,945",16413
17187,Russia,2012,male,15-24 years,3275,9484213,34.53,"2,210,256,976,945",16413
17188,Russia,2012,female,75+ years,1095,6062562,18.06,"2,210,256,976,945",16413
17189,Russia,2012,female,25-34 years,866,11827264,7.32,"2,210,256,976,945",16413
17190,Russia,2012,female,35-54 years,1572,21564691,7.29,"2,210,256,976,945",16413
17191,Russia,2012,female,55-74 years,1229,17375445,7.07,"2,210,256,976,945",16413
17192,Russia,2012,female,15-24 years,627,9131383,6.87,"2,210,256,976,945",16413
17193,Russia,2012,male,5-14 years,107,7159170,1.49,"2,210,256,976,945",16413
17194,Russia,2012,female,5-14 years,65,6819793,0.95,"2,210,256,976,945",16413
17195,Russia,2013,male,75+ years,1549,2349484,65.93,"2,297,128,039,058",17052
17196,Russia,2013,male,25-34 years,5825,12057910,48.31,"2,297,128,039,058",17052
17197,Russia,2013,male,35-54 years,8815,19484117,45.24,"2,297,128,039,058",17052
17198,Russia,2013,male,55-74 years,4644,11808589,39.33,"2,297,128,039,058",17052
17199,Russia,2013,male,15-24 years,2770,8908926,31.09,"2,297,128,039,058",17052
17200,Russia,2013,female,75+ years,1000,6355318,15.73,"2,297,128,039,058",17052
17201,Russia,2013,female,35-54 years,1454,21385188,6.8,"2,297,128,039,058",17052
17202,Russia,2013,female,25-34 years,803,11984461,6.7,"2,297,128,039,058",17052
17203,Russia,2013,female,55-74 years,1154,17517861,6.59,"2,297,128,039,058",17052
17204,Russia,2013,female,15-24 years,511,8554683,5.97,"2,297,128,039,058",17052
17205,Russia,2013,male,5-14 years,111,7327888,1.51,"2,297,128,039,058",17052
17206,Russia,2013,female,5-14 years,54,6979537,0.77,"2,297,128,039,058",17052
17207,Russia,2014,male,75+ years,1597,2349484,67.97,"2,063,662,665,172",15319
17208,Russia,2014,male,25-34 years,5276,12057910,43.76,"2,063,662,665,172",15319
17209,Russia,2014,male,35-54 years,8105,19484117,41.6,"2,063,662,665,172",15319
17210,Russia,2014,male,55-74 years,4501,11808589,38.12,"2,063,662,665,172",15319
17211,Russia,2014,male,15-24 years,2311,8908926,25.94,"2,063,662,665,172",15319
17212,Russia,2014,female,75+ years,1019,6355318,16.03,"2,063,662,665,172",15319
17213,Russia,2014,female,55-74 years,1105,17517861,6.31,"2,063,662,665,172",15319
17214,Russia,2014,female,35-54 years,1297,21385188,6.06,"2,063,662,665,172",15319
17215,Russia,2014,female,25-34 years,723,11984461,6.03,"2,063,662,665,172",15319
17216,Russia,2014,female,15-24 years,467,8554683,5.46,"2,063,662,665,172",15319
17217,Russia,2014,male,5-14 years,96,7327888,1.31,"2,063,662,665,172",15319
17218,Russia,2014,female,5-14 years,44,6979537,0.63,"2,063,662,665,172",15319
17219,Russia,2015,male,75+ years,1519,2608590,58.23,"1,368,400,705,491",9987
17220,Russia,2015,male,35-54 years,7898,19598084,40.3,"1,368,400,705,491",9987
17221,Russia,2015,male,25-34 years,4994,12407057,40.25,"1,368,400,705,491",9987
17222,Russia,2015,male,55-74 years,4443,12564884,35.36,"1,368,400,705,491",9987
17223,Russia,2015,male,15-24 years,1928,7995706,24.11,"1,368,400,705,491",9987
17224,Russia,2015,female,75+ years,953,6957819,13.7,"1,368,400,705,491",9987
17225,Russia,2015,female,35-54 years,1391,21387236,6.5,"1,368,400,705,491",9987
17226,Russia,2015,female,25-34 years,730,12264840,5.95,"1,368,400,705,491",9987
17227,Russia,2015,female,55-74 years,1062,18280577,5.81,"1,368,400,705,491",9987
17228,Russia,2015,female,15-24 years,378,7653174,4.94,"1,368,400,705,491",9987
17229,Russia,2015,male,5-14 years,79,7836667,1.01,"1,368,400,705,491",9987
17230,Russia,2015,female,5-14 years,57,7464309,0.76,"1,368,400,705,491",9987
17231,Serbia,1998,male,75+ years,147,123440,119.09,"18,284,194,680",2547
17232,Serbia,1998,male,55-74 years,382,817210,46.74,"18,284,194,680",2547
17233,Serbia,1998,female,75+ years,70,200874,34.85,"18,284,194,680",2547
17234,Serbia,1998,male,35-54 years,308,1082941,28.44,"18,284,194,680",2547
17235,Serbia,1998,male,25-34 years,107,480472,22.27,"18,284,194,680",2547
17236,Serbia,1998,female,55-74 years,197,969361,20.32,"18,284,194,680",2547
17237,Serbia,1998,male,15-24 years,68,521985,13.03,"18,284,194,680",2547
17238,Serbia,1998,female,35-54 years,130,1097115,11.85,"18,284,194,680",2547
17239,Serbia,1998,female,25-34 years,26,481780,5.4,"18,284,194,680",2547
17240,Serbia,1998,female,15-24 years,21,502071,4.18,"18,284,194,680",2547
17241,Serbia,1998,male,5-14 years,3,460897,0.65,"18,284,194,680",2547
17242,Serbia,1998,female,5-14 years,1,440856,0.23,"18,284,194,680",2547
17243,Serbia,1999,male,75+ years,168,129749,129.48,"18,409,364,147",2570
17244,Serbia,1999,female,75+ years,119,213084,55.85,"18,409,364,147",2570
17245,Serbia,1999,male,55-74 years,413,804692,51.32,"18,409,364,147",2570
17246,Serbia,1999,male,35-54 years,340,1085251,31.33,"18,409,364,147",2570
17247,Serbia,1999,female,55-74 years,201,953953,21.07,"18,409,364,147",2570
17248,Serbia,1999,male,25-34 years,82,480354,17.07,"18,409,364,147",2570
17249,Serbia,1999,male,15-24 years,85,522386,16.27,"18,409,364,147",2570
17250,Serbia,1999,female,35-54 years,97,1102441,8.8,"18,409,364,147",2570
17251,Serbia,1999,female,25-34 years,31,482265,6.43,"18,409,364,147",2570
17252,Serbia,1999,female,15-24 years,29,503117,5.76,"18,409,364,147",2570
17253,Serbia,1999,female,5-14 years,3,432529,0.69,"18,409,364,147",2570
17254,Serbia,1999,male,5-14 years,3,453010,0.66,"18,409,364,147",2570
17255,Serbia,2000,male,75+ years,162,135980,119.14,"6,540,247,190",915
17256,Serbia,2000,male,55-74 years,417,788999,52.85,"6,540,247,190",915
17257,Serbia,2000,female,75+ years,97,224751,43.16,"6,540,247,190",915
17258,Serbia,2000,male,35-54 years,304,1091897,27.84,"6,540,247,190",915
17259,Serbia,2000,female,55-74 years,228,934771,24.39,"6,540,247,190",915
17260,Serbia,2000,male,25-34 years,98,482971,20.29,"6,540,247,190",915
17261,Serbia,2000,male,15-24 years,83,521679,15.91,"6,540,247,190",915
17262,Serbia,2000,female,35-54 years,97,1110851,8.73,"6,540,247,190",915
17263,Serbia,2000,female,25-34 years,31,484418,6.4,"6,540,247,190",915
17264,Serbia,2000,female,15-24 years,17,502157,3.39,"6,540,247,190",915
17265,Serbia,2000,male,5-14 years,5,445855,1.12,"6,540,247,190",915
17266,Serbia,2000,female,5-14 years,4,424811,0.94,"6,540,247,190",915
17267,Serbia,2001,male,75+ years,163,143189,113.84,"12,267,175,481",1718
17268,Serbia,2001,male,55-74 years,366,776659,47.12,"12,267,175,481",1718
17269,Serbia,2001,female,75+ years,85,237291,35.82,"12,267,175,481",1718
17270,Serbia,2001,male,35-54 years,329,1097381,29.98,"12,267,175,481",1718
17271,Serbia,2001,male,25-34 years,92,487989,18.85,"12,267,175,481",1718
17272,Serbia,2001,female,55-74 years,173,918529,18.83,"12,267,175,481",1718
17273,Serbia,2001,male,15-24 years,71,519061,13.68,"12,267,175,481",1718
17274,Serbia,2001,female,35-54 years,126,1117999,11.27,"12,267,175,481",1718
17275,Serbia,2001,female,25-34 years,21,488261,4.3,"12,267,175,481",1718
17276,Serbia,2001,female,15-24 years,12,498990,2.4,"12,267,175,481",1718
17277,Serbia,2001,male,5-14 years,4,439347,0.91,"12,267,175,481",1718
17278,Serbia,2001,female,5-14 years,0,417714,0,"12,267,175,481",1718
17279,Serbia,2002,male,75+ years,165,151768,108.72,"16,116,843,146",2258
17280,Serbia,2002,male,55-74 years,410,772635,53.07,"16,116,843,146",2258
17281,Serbia,2002,female,75+ years,96,250502,38.32,"16,116,843,146",2258
17282,Serbia,2002,male,35-54 years,309,1094978,28.22,"16,116,843,146",2258
17283,Serbia,2002,male,25-34 years,94,494298,19.02,"16,116,843,146",2258
17284,Serbia,2002,female,55-74 years,169,910921,18.55,"16,116,843,146",2258
17285,Serbia,2002,male,15-24 years,69,516180,13.37,"16,116,843,146",2258
17286,Serbia,2002,female,35-54 years,94,1116564,8.42,"16,116,843,146",2258
17287,Serbia,2002,female,25-34 years,23,492285,4.67,"16,116,843,146",2258
17288,Serbia,2002,female,15-24 years,13,495315,2.62,"16,116,843,146",2258
17289,Serbia,2002,male,5-14 years,4,432109,0.93,"16,116,843,146",2258
17290,Serbia,2002,female,5-14 years,0,410558,0,"16,116,843,146",2258
17291,Serbia,2003,male,75+ years,158,160745,98.29,"21,188,704,081",2979
17292,Serbia,2003,male,55-74 years,344,770873,44.62,"21,188,704,081",2979
17293,Serbia,2003,female,75+ years,85,262606,32.37,"21,188,704,081",2979
17294,Serbia,2003,male,35-54 years,342,1083446,31.57,"21,188,704,081",2979
17295,Serbia,2003,male,25-34 years,89,499406,17.82,"21,188,704,081",2979
17296,Serbia,2003,female,55-74 years,155,907413,17.08,"21,188,704,081",2979
17297,Serbia,2003,male,15-24 years,64,511900,12.5,"21,188,704,081",2979
17298,Serbia,2003,female,35-54 years,103,1106280,9.31,"21,188,704,081",2979
17299,Serbia,2003,female,25-34 years,22,494582,4.45,"21,188,704,081",2979
17300,Serbia,2003,female,15-24 years,16,490226,3.26,"21,188,704,081",2979
17301,Serbia,2003,female,5-14 years,0,402011,0,"21,188,704,081",2979
17302,Serbia,2003,male,5-14 years,0,422487,0,"21,188,704,081",2979
17303,Serbia,2004,male,75+ years,176,170536,103.2,"24,861,483,281",3508
17304,Serbia,2004,male,55-74 years,376,770962,48.77,"24,861,483,281",3508
17305,Serbia,2004,male,35-54 years,296,1069970,27.66,"24,861,483,281",3508
17306,Serbia,2004,female,75+ years,64,274458,23.32,"24,861,483,281",3508
17307,Serbia,2004,female,55-74 years,158,906656,17.43,"24,861,483,281",3508
17308,Serbia,2004,male,25-34 years,74,504902,14.66,"24,861,483,281",3508
17309,Serbia,2004,male,15-24 years,55,506347,10.86,"24,861,483,281",3508
17310,Serbia,2004,female,35-54 years,117,1093778,10.7,"24,861,483,281",3508
17311,Serbia,2004,female,25-34 years,20,497596,4.02,"24,861,483,281",3508
17312,Serbia,2004,female,15-24 years,8,484852,1.65,"24,861,483,281",3508
17313,Serbia,2004,male,5-14 years,1,413105,0.24,"24,861,483,281",3508
17314,Serbia,2004,female,5-14 years,0,393202,0,"24,861,483,281",3508
17315,Serbia,2005,male,75+ years,195,180107,108.27,"26,252,007,830",3719
17316,Serbia,2005,male,55-74 years,382,773127,49.41,"26,252,007,830",3719
17317,Serbia,2005,female,75+ years,103,286007,36.01,"26,252,007,830",3719
17318,Serbia,2005,male,35-54 years,295,1054508,27.98,"26,252,007,830",3719
17319,Serbia,2005,female,55-74 years,172,907793,18.95,"26,252,007,830",3719
17320,Serbia,2005,male,25-34 years,86,509858,16.87,"26,252,007,830",3719
17321,Serbia,2005,female,35-54 years,114,1078540,10.57,"26,252,007,830",3719
17322,Serbia,2005,male,15-24 years,45,499116,9.02,"26,252,007,830",3719
17323,Serbia,2005,female,25-34 years,30,501034,5.99,"26,252,007,830",3719
17324,Serbia,2005,female,15-24 years,12,478193,2.51,"26,252,007,830",3719
17325,Serbia,2005,male,5-14 years,3,405216,0.74,"26,252,007,830",3719
17326,Serbia,2005,female,5-14 years,0,385483,0,"26,252,007,830",3719
17327,Serbia,2006,male,75+ years,196,189274,103.55,"30,607,991,862",4353
17328,Serbia,2006,male,55-74 years,366,774694,47.24,"30,607,991,862",4353
17329,Serbia,2006,female,75+ years,122,296792,41.11,"30,607,991,862",4353
17330,Serbia,2006,male,35-54 years,312,1040532,29.98,"30,607,991,862",4353
17331,Serbia,2006,male,25-34 years,93,513643,18.11,"30,607,991,862",4353
17332,Serbia,2006,female,55-74 years,158,908095,17.4,"30,607,991,862",4353
17333,Serbia,2006,male,15-24 years,52,491590,10.58,"30,607,991,862",4353
